Timestamp,OfferedLoad,RngRun,FlowSrc,FlowDst,Throughput,Delay
2021-05-24 18:44,100,223,10.1.15.5,10.1.15.1,6.41096,5.16666
2021-05-24 18:44,100,223,10.1.9.5,10.1.9.1,2.67674,5.08746
2021-05-24 18:44,100,223,10.1.8.5,10.1.8.1,6.14641,5.26989
2021-05-24 18:44,100,223,10.1.1.3,10.1.1.1,6.33341,5.25104
2021-05-24 18:44,100,223,10.1.0.2,10.1.0.1,1.73316,0.25649
2021-05-24 18:44,100,223,10.1.14.5,10.1.14.1,26.5318,0.0535964
2021-05-24 18:44,100,223,10.1.17.6,10.1.17.1,7.24297,0.0802634
2021-05-24 18:44,100,223,10.1.3.3,10.1.3.1,17.9586,0.014855
2021-05-24 18:44,100,223,10.2.3.2,10.2.3.1,3.1912,5.20071
2021-05-24 18:44,100,223,10.1.7.3,10.1.7.1,0.137697,0.258229
2021-05-24 18:44,100,223,10.1.2.6,10.1.2.1,1.8333,4.28819
2021-05-24 18:44,100,223,10.2.5.2,10.2.5.1,3.97102,5.49395
2021-05-24 18:44,100,223,10.1.7.4,10.1.7.1,2.41705,1.23601
2021-05-24 18:44,100,223,10.1.6.6,10.1.6.1,1.43028,4.75347
2021-05-24 18:44,100,223,10.1.5.7,10.1.5.1,0.672533,5.9743
2021-05-24 18:44,100,223,10.1.13.6,10.1.13.1,2.33725,4.56466
2021-05-24 18:44,100,223,10.1.1.7,10.1.1.1,6.07889,5.52225
2021-05-24 18:44,100,223,10.1.5.6,10.1.5.1,0.993984,5.81917
2021-05-24 18:44,100,223,10.1.0.5,10.1.0.1,0.788933,0.0259525
2021-05-24 18:44,100,223,10.1.16.2,10.1.16.1,9.40743,5.39553
2021-05-24 18:44,100,223,10.1.16.5,10.1.16.1,-0,-nan
2021-05-24 18:44,100,223,10.1.4.6,10.1.4.1,0.319755,2.69914
2021-05-24 18:44,100,223,10.1.4.4,10.1.4.1,-0,-nan
2021-05-24 18:44,100,223,10.1.17.4,10.1.17.1,9.69159,5.25622
2021-05-24 18:44,100,223,10.1.12.4,10.1.12.1,9.9679,5.30604
2021-05-24 18:44,100,223,10.1.18.2,10.1.18.1,4.88249,5.27941
2021-05-24 18:44,100,223,10.1.14.4,10.1.14.1,10.2919,5.30241
2021-05-24 18:44,100,223,10.1.7.5,10.1.7.1,2.92016,2.12838
2021-05-24 18:44,100,223,10.2.8.2,10.2.8.1,0.076199,6.11852
2021-05-24 18:44,100,223,10.1.9.3,10.1.9.1,11.5749,5.27977
2021-05-24 18:44,100,223,10.1.4.2,10.1.4.1,-0,-nan
2021-05-24 18:44,100,223,10.1.12.7,10.1.12.1,-0,-nan
2021-05-24 18:44,100,223,10.1.8.2,10.1.8.1,-0,-nan
2021-05-24 18:44,100,223,10.1.9.4,10.1.9.1,0.135931,5.40666
2021-05-24 18:44,100,223,10.1.10.5,10.1.10.1,0.167015,0.80806
2021-05-24 18:44,100,223,10.1.12.5,10.1.12.1,0.147347,4.56903
2021-05-24 18:44,100,223,10.1.18.7,10.1.18.1,5.79943,5.34446
2021-05-24 18:44,100,223,10.1.10.4,10.1.10.1,-0,-nan
2021-05-24 18:44,100,223,10.2.1.2,10.2.1.1,-0,-nan
2021-05-24 18:44,100,223,10.1.16.7,10.1.16.1,1.99338,5.41765
2021-05-24 18:44,100,223,10.1.13.2,10.1.13.1,1.51887,4.92169
2021-05-24 18:44,100,223,10.1.14.7,10.1.14.1,0.518323,6.28411
2021-05-24 18:44,100,223,10.1.16.6,10.1.16.1,9.35157,5.47126
2021-05-24 18:44,100,223,10.1.3.2,10.1.3.1,0.405153,5.47781
2021-05-24 18:44,100,223,10.2.6.2,10.2.6.1,0.36707,5.6363
2021-05-24 18:44,100,223,10.2.4.2,10.2.4.1,0.0507855,6.3297
2021-05-24 18:44,100,223,10.1.8.3,10.1.8.1,5.41472,5.80803
2021-05-24 18:44,100,223,10.1.8.7,10.1.8.1,0.485684,5.79107
2021-05-24 18:44,100,223,10.1.8.4,10.1.8.1,6.29338,5.38112
2021-05-24 18:44,100,223,10.1.7.6,10.1.7.1,-0,-nan
2021-05-24 18:44,100,223,10.1.15.6,10.1.15.1,0.651828,5.96189
2021-05-24 18:44,100,223,10.1.17.7,10.1.17.1,9.98667,5.55504
2021-05-24 18:44,100,223,10.1.2.4,10.1.2.1,-0,-nan
2021-05-24 18:44,100,223,10.1.6.7,10.1.6.1,0.127349,6.01906
2021-05-24 18:44,100,223,10.1.6.4,10.1.6.1,0.197501,6.18912
2021-05-24 18:44,100,223,10.1.6.2,10.1.6.1,12.2381,5.26375
2021-05-24 18:44,100,223,10.1.10.3,10.1.10.1,5.07494,5.30067
2021-05-24 18:44,100,223,10.1.15.7,10.1.15.1,0.345767,6.27219
2021-05-24 18:44,100,223,10.1.0.4,10.1.0.1,-0,-nan
2021-05-24 18:44,100,223,10.1.0.3,10.1.0.1,0.20657,6.62743
2021-05-24 18:44,100,223,10.1.6.3,10.1.6.1,2.6844,5.41903
2021-05-24 18:44,100,223,10.1.16.3,10.1.16.1,0.376793,6.54368
2021-05-24 18:44,100,223,10.1.13.4,10.1.13.1,0.0504054,7.00193
2021-05-24 18:44,100,223,10.1.0.7,10.1.0.1,8.78269,5.46707
2021-05-24 18:44,100,223,10.1.5.3,10.1.5.1,-0,-nan
2021-05-24 18:44,100,223,10.1.5.4,10.1.5.1,-0,-nan
2021-05-24 18:44,100,223,10.1.15.4,10.1.15.1,6.19865,5.4947
2021-05-24 18:44,100,223,10.1.2.7,10.1.2.1,3.54344,5.48713
2021-05-24 18:44,100,223,10.2.0.2,10.2.0.1,4.43718,5.67109
2021-05-24 18:44,100,223,10.1.1.4,10.1.1.1,5.81395,5.69953
2021-05-24 18:44,100,223,10.1.11.6,10.1.11.1,0.979142,4.64508
2021-05-24 18:44,100,223,10.1.18.4,10.1.18.1,4.50178,5.59617
2021-05-24 18:44,100,223,10.1.4.3,10.1.4.1,19.3379,4.11549
2021-05-24 18:44,100,223,10.1.5.5,10.1.5.1,8.35975,5.5625
2021-05-24 18:44,100,223,10.1.4.7,10.1.4.1,-0,-nan
2021-05-24 18:44,100,223,10.1.8.6,10.1.8.1,0.603906,6.10077
2021-05-24 18:44,100,223,10.1.2.3,10.1.2.1,-0,-nan
2021-05-24 18:44,100,223,10.1.4.5,10.1.4.1,-0,-nan
2021-05-24 18:44,100,223,10.1.13.7,10.1.13.1,1.58088,5.86696
2021-05-24 18:44,100,223,10.1.7.2,10.1.7.1,-0,-nan
2021-05-24 18:44,100,223,10.1.17.3,10.1.17.1,1.15286,5.85147
2021-05-24 18:44,100,223,10.1.3.6,10.1.3.1,0.00234889,5.03574
2021-05-24 18:44,100,223,10.1.16.4,10.1.16.1,-0,-nan
2021-05-24 18:44,100,223,10.1.18.3,10.1.18.1,0.584557,6.34553
2021-05-24 18:44,100,223,10.1.18.5,10.1.18.1,1.3099,5.7884
2021-05-24 18:44,100,223,10.1.3.7,10.1.3.1,3.3669,6.01001
2021-05-24 18:44,100,223,10.1.15.2,10.1.15.1,0.932477,6.29713
2021-05-24 18:44,100,223,10.1.11.5,10.1.11.1,-0,-nan
2021-05-24 18:44,100,223,10.1.15.3,10.1.15.1,5.67368,5.79981
2021-05-24 18:44,100,223,10.1.12.3,10.1.12.1,10.2873,5.51237
2021-05-24 18:44,100,223,10.1.10.2,10.1.10.1,0.198054,5.55592
2021-05-24 18:44,100,223,10.1.0.6,10.1.0.1,-0,-nan
2021-05-24 18:44,100,223,10.1.3.5,10.1.3.1,-0,-nan
2021-05-24 18:44,100,223,10.1.3.4,10.1.3.1,8.34848,5.59767
2021-05-24 18:44,100,223,10.1.11.4,10.1.11.1,0.0345307,6.48025
2021-05-24 18:44,100,223,10.1.12.6,10.1.12.1,0.00649361,6.96372
2021-05-24 18:44,100,223,10.1.13.3,10.1.13.1,14.9503,4.90058
2021-05-24 18:44,100,223,10.1.11.2,10.1.11.1,9.02717,5.50669
2021-05-24 18:44,100,223,10.1.9.6,10.1.9.1,0.258073,5.08783
2021-05-24 18:44,100,223,10.1.17.5,10.1.17.1,0.00210414,6.52515
2021-05-24 18:44,100,223,10.1.2.2,10.1.2.1,0.810726,5.92644
2021-05-24 18:44,100,223,10.1.9.7,10.1.9.1,0.0120162,4.99219
2021-05-24 18:44,100,223,10.1.2.5,10.1.2.1,0.749892,6.37361
2021-05-24 18:44,100,223,10.1.10.6,10.1.10.1,4.80496,5.35244
2021-05-24 18:44,100,223,10.2.2.2,10.2.2.1,-0,-nan
2021-05-24 18:44,100,223,10.1.13.5,10.1.13.1,1.7231,5.97592
2021-05-24 18:44,100,223,10.1.14.6,10.1.14.1,-0,-nan
2021-05-24 18:44,100,223,10.1.14.2,10.1.14.1,10.5101,5.38885
2021-05-24 18:44,100,223,10.1.6.5,10.1.6.1,0.505668,5.99294
2021-05-24 18:44,100,223,10.1.18.6,10.1.18.1,0.887745,6.33848
2021-05-24 18:44,100,223,10.1.1.2,10.1.1.1,-0,-nan
2021-05-24 18:44,100,223,10.1.1.6,10.1.1.1,-0,-nan
2021-05-24 18:44,100,223,10.1.10.7,10.1.10.1,0.0527014,5.03423
2021-05-24 18:44,100,223,10.1.17.2,10.1.17.1,0.515568,6.1702
2021-05-24 18:44,100,223,10.1.12.2,10.1.12.1,-0,-nan
2021-05-24 18:44,100,223,10.1.11.3,10.1.11.1,7.67501,5.20085
2021-05-24 18:44,100,223,10.1.5.2,10.1.5.1,0.843476,5.57389
2021-05-24 18:44,100,223,10.1.11.7,10.1.11.1,0.00963626,5.71213
2021-05-24 18:44,100,223,10.1.1.5,10.1.1.1,0.704579,6.10439
2021-05-24 18:44,100,223,10.1.9.2,10.1.9.1,1.06451,5.74102
2021-05-24 18:44,100,223,10.1.7.7,10.1.7.1,0.0803867,7.75807
2021-05-24 18:44,100,223,10.1.14.3,10.1.14.1,-0,-nan
2021-05-24 18:44,100,223,10.2.7.2,10.2.7.1,5.20885,3.32057
