Timestamp,OfferedLoad,RngRun,FlowSrc,FlowDst,Throughput,Delay
2021-06-06 14:49,100,335,10.2.1.2,10.2.1.1,8.78394,4.80596
2021-06-06 14:49,100,335,10.1.6.8,10.1.6.1,3.48604,4.81438
2021-06-06 14:49,100,335,10.1.3.2,10.1.3.1,25.8876,3.21569
2021-06-06 14:49,100,335,10.1.3.10,10.1.3.1,9.56053,4.68447
2021-06-06 14:49,100,335,10.2.4.2,10.2.4.1,0.110985,2.298
2021-06-06 14:49,100,335,10.1.1.6,10.1.1.1,0.0264774,1.19435
2021-06-06 14:49,100,335,10.2.0.2,10.2.0.1,7.395,4.90203
2021-06-06 14:49,100,335,10.1.3.4,10.1.3.1,0.002979,6.0254
2021-06-06 14:49,100,335,10.1.3.7,10.1.3.1,8.63529,4.74166
2021-06-06 14:49,100,335,10.1.4.5,10.1.4.1,0.826985,4.81217
2021-06-06 14:49,100,335,10.1.4.9,10.1.4.1,0.773424,5.25875
2021-06-06 14:49,100,335,10.1.2.6,10.1.2.1,0.36282,4.1615
2021-06-06 14:49,100,335,10.1.4.10,10.1.4.1,0.160253,5.73
2021-06-06 14:49,100,335,10.1.4.7,10.1.4.1,32.6807,2.74215
2021-06-06 14:49,100,335,10.1.6.2,10.1.6.1,14.4576,4.31355
2021-06-06 14:49,100,335,10.1.5.2,10.1.5.1,1.20096,3.96412
2021-06-06 14:49,100,335,10.1.0.6,10.1.0.1,0.438672,6.86948
2021-06-06 14:49,100,335,10.2.5.2,10.2.5.1,10.2742,4.89209
2021-06-06 14:49,100,335,10.1.0.8,10.1.0.1,26.373,3.046
2021-06-06 14:49,100,335,10.1.2.2,10.1.2.1,52.0033,1.86751
2021-06-06 14:49,100,335,10.2.3.2,10.2.3.1,2.51121,5.50823
2021-06-06 14:49,100,335,10.1.6.7,10.1.6.1,11.3856,4.67342
2021-06-06 14:49,100,335,10.1.0.5,10.1.0.1,-0,-nan
2021-06-06 14:49,100,335,10.1.2.5,10.1.2.1,0.431094,6.05573
2021-06-06 14:49,100,335,10.1.4.8,10.1.4.1,14.9557,4.2066
2021-06-06 14:49,100,335,10.1.5.6,10.1.5.1,4.71917,5.05062
2021-06-06 14:49,100,335,10.1.2.10,10.1.2.1,1.09491,5.41601
2021-06-06 14:49,100,335,10.1.3.8,10.1.3.1,0.357161,6.57707
2021-06-06 14:49,100,335,10.1.5.10,10.1.5.1,0.134313,6.46096
2021-06-06 14:49,100,335,10.1.0.10,10.1.0.1,0.195591,5.81861
2021-06-06 14:49,100,335,10.1.2.3,10.1.2.1,0.0116322,6.55919
2021-06-06 14:49,100,335,10.1.2.4,10.1.2.1,9.97339,5.03406
2021-06-06 14:49,100,335,10.1.2.8,10.1.2.1,1.27933,5.14305
2021-06-06 14:49,100,335,10.1.0.3,10.1.0.1,-0,-nan
2021-06-06 14:49,100,335,10.1.4.3,10.1.4.1,7.27617,5.23417
2021-06-06 14:49,100,335,10.1.6.3,10.1.6.1,11.9527,4.68161
2021-06-06 14:49,100,335,10.1.5.4,10.1.5.1,24.9802,3.38581
2021-06-06 14:49,100,335,10.1.0.2,10.1.0.1,0.135918,6.3659
2021-06-06 14:49,100,335,10.1.6.10,10.1.6.1,13.2235,4.60898
2021-06-06 14:49,100,335,10.1.6.9,10.1.6.1,13.0886,4.75032
2021-06-06 14:49,100,335,10.1.1.8,10.1.1.1,7.81839,5.08256
2021-06-06 14:49,100,335,10.1.1.7,10.1.1.1,18.999,4.08596
2021-06-06 14:49,100,335,10.1.2.9,10.1.2.1,4.84457,5.16306
2021-06-06 14:49,100,335,10.1.1.5,10.1.1.1,16.3591,4.1659
2021-06-06 14:49,100,335,10.1.6.5,10.1.6.1,11.8475,4.82059
2021-06-06 14:49,100,335,10.1.1.3,10.1.1.1,0.00749691,6.25286
2021-06-06 14:49,100,335,10.1.3.3,10.1.3.1,1.27642,4.93676
2021-06-06 14:49,100,335,10.1.5.7,10.1.5.1,0.499452,4.81592
2021-06-06 14:49,100,335,10.1.1.9,10.1.1.1,16.4045,4.31647
2021-06-06 14:49,100,335,10.1.4.4,10.1.4.1,30.4444,2.91792
2021-06-06 14:49,100,335,10.1.3.9,10.1.3.1,11.0156,4.53105
2021-06-06 14:49,100,335,10.1.6.6,10.1.6.1,8.31445,5.01294
2021-06-06 14:49,100,335,10.1.5.8,10.1.5.1,4.6523,5.58468
2021-06-06 14:49,100,335,10.1.5.3,10.1.5.1,1.78545,6.14514
2021-06-06 14:49,100,335,10.1.5.9,10.1.5.1,0.102715,6.40955
2021-06-06 14:49,100,335,10.1.0.9,10.1.0.1,3.60524,6.0845
2021-06-06 14:49,100,335,10.1.4.6,10.1.4.1,-0,-nan
2021-06-06 14:49,100,335,10.2.2.2,10.2.2.1,6.33105,5.50423
2021-06-06 14:49,100,335,10.1.3.5,10.1.3.1,1.53816,6.32077
2021-06-06 14:49,100,335,10.1.1.4,10.1.1.1,8.12793,5.3565
2021-06-06 14:49,100,335,10.1.3.6,10.1.3.1,27.227,3.18693
2021-06-06 14:49,100,335,10.1.0.4,10.1.0.1,-0,-nan
2021-06-06 14:49,100,335,10.1.6.4,10.1.6.1,13.3751,4.39608
2021-06-06 14:49,100,335,10.1.1.2,10.1.1.1,-0,-nan
2021-06-06 14:49,100,335,10.1.2.7,10.1.2.1,0.0315048,5.62843
2021-06-06 14:49,100,335,10.1.1.10,10.1.1.1,8.52495,5.01808
2021-06-06 14:49,100,335,10.1.0.7,10.1.0.1,-0,-nan
2021-06-06 14:49,100,335,10.2.6.2,10.2.6.1,0.00926309,1.11745
2021-06-06 14:49,100,335,10.1.5.5,10.1.5.1,0.00199466,5.01915
